"name","financial_impact","probability","age","employees","annual_revenue","corax_score","vulnerabilities","threats_to_industry","pagerank","max_records","asset_count","asset_locations"
"Autoplates.com",36882,0.185934,NULL,5,500000,814,NULL,NULL,0.000000682982,3711,12,3
"Honda World Downey",291012,0.268203,NULL,60,35000000,732,NULL,NULL,0.000000682982,346372,3,1
"Safe-T-Plus Steering Control",36653,0.184582,NULL,5,500000,815,30,NULL,0,3711,9,2
"Dealers United",87621,0.553457,NULL,15,5000000,447,476,NULL,0.000000682982,37111,123,8
"Carolina Kia Hyundai",173760,0.146694,NULL,20,5000000,853,NULL,NULL,0.000000682982,43297,1,1
"SCORE International",187757,0.337432,45,20,5000000,663,15,NULL,0.000000682982,49482,11,3
"Webb Wheel Products",552050,0.383403,72,376,56400000,617,72,NULL,0.000000682982,767462,21,4
"Holman Automotive",627326,0.260642,94,500,75000000,739,12,NULL,0.000000682982,1113339,15,6
"Paragon Corvette Reproductions",33346,0.211991,NULL,5,500000,788,NULL,NULL,0.000000682982,3711,3,2
"Select Luxury Cars",143290,0.434713,NULL,30,5000000,565,NULL,NULL,0.000000682982,43297,12,5
"Blue Bird",1739671,0.504528,91,2160,932010000,495,28,NULL,0.000000682982,13834341,15,4
"Pollard Jeep",168150,0.588969,NULL,10,5000000,411,32,NULL,0.000000682982,37111,6,5
"Jeff Wyler Automotive Family",654943,0.193829,NULL,510,75000000,806,NULL,NULL,0.000000682982,927782,5,1
"Hisun Motors Corp, USA",846589,0.276991,NULL,630,200000000,723,10,NULL,0.000000682982,2474079,10,2
"Jim Ellis Automotive",674699,0.188413,NULL,390,75000000,812,NULL,NULL,0.000000794081,927782,2,1
"Honda of Fort Worth",429217,0.17329,3,60,35000000,827,NULL,NULL,0.000000682982,346372,2,1
"Trophy Nissan",462840,0.190229,NULL,120,35000000,810,NULL,NULL,0.000000682982,346372,14,2
"Southeastern Honda",101700,0.306645,NULL,30,5000000,693,76,NULL,0.000000682982,43297,4,2
"Cerritos Nissan",427572,0.169227,NULL,120,35000000,831,NULL,NULL,0.000000682982,346372,2,1
"Anchorage Chrysler Dodge Jeep Ram Center",186771,0.598755,NULL,30,5000000,401,48,NULL,0.000000682982,43297,13,3
"Gateway Buick GMC",171499,0.272761,NULL,45,5000000,727,NULL,NULL,0.000000682982,43297,6,4
"Servco Pacific",623219,0.565331,NULL,400,75000000,435,NULL,NULL,0.000000682982,927782,24,6
"Parkway Chrysler Dodge Jeep Ram",439728,0.245367,NULL,75,35000000,755,NULL,NULL,0.000000682982,346372,7,2
"CNC Motors",192476,0.313735,NULL,30,5000000,686,NULL,NULL,0.000000682982,43297,6,2
"GTHAUS Meisterschaft",167008,0.205141,NULL,10,5000000,795,62,NULL,0.000000682982,37111,12,2
"Columbia Coatings",168246,0.314927,NULL,10,5000000,685,NULL,NULL,0.000000682982,37111,8,2
"Clear Lake Nissan",652965,0.109293,NULL,60,35000000,891,NULL,NULL,0,346372,1,1
"March Motors",186581,0.498372,NULL,15,5000000,502,56,NULL,0.000000682982,37111,6,2
"Dave Dennis Chrysler Jeep Dodge Ram",134501,0.208831,NULL,45,5000000,791,14,NULL,0.000000682982,43297,7,1
"Lowered Lifestyle",166113,0.303308,6,10,5000000,697,NULL,NULL,0.000000682982,37111,4,2
"Protective Film Solutions",205512,0.41788,NULL,30,5000000,582,NULL,NULL,0.000000682982,43297,8,1
"Tracy Mazda",178637,0.230234,NULL,30,5000000,770,NULL,NULL,0.000000682982,43297,2,1
"Liberty GMC",145524,0.222262,NULL,10,5000000,778,34,NULL,0.000000682982,37111,3,NULL
"Henderson Chevrolet",399336,0.29825,NULL,75,35000000,702,7,NULL,0.000000682982,346372,4,2
"Biggers Mazda",130028,0.455408,NULL,10,5000000,545,NULL,NULL,0.000000682982,37111,9,3
"Joe Basil Chevrolet",239852,0.345473,NULL,120,35000000,655,NULL,NULL,0.000000682982,346372,8,3
"Sherman Dodge",335552,0.331017,NULL,90,35000000,669,NULL,NULL,0.000000682982,346372,10,4
"Competition Clutch",104004,0.396007,NULL,15,5000000,604,112,NULL,0.000000682982,37111,41,5
"Grease Monkey International",697642,0.261638,40,750,200000000,738,84,NULL,0.000000682982,2721487,12,4
"Bowman Chevrolet",184437,0.23513,NULL,45,5000000,765,NULL,NULL,0.000000682982,43297,5,2
"Woody's Automotive Group",177897,0.258177,32,45,5000000,742,NULL,NULL,0.000000682982,49482,3,2
"Ray Catena Lexus of Larchmont",162200,0.259379,NULL,30,5000000,741,NULL,NULL,0.000000682982,43297,2,2
"Mercedes-Benz of New Rochelle",184616,0.588857,NULL,45,5000000,411,74,NULL,0.000000682982,43297,12,5
"Gregg Young Chevrolet Norwalk",207730,0.593734,NULL,45,5000000,406,60,NULL,0.000000682982,43297,11,2
"K40 Electronics",195091,0.556144,40,15,5000000,444,12,NULL,0.000000682982,43297,7,6
"Barbera’s Autoland Chrysler Dodge Jeep Ram",176126,0.36242,NULL,20,5000000,638,NULL,NULL,0.000000682982,43297,6,1
"Tenvoorde Ford",135474,0.209882,NULL,45,5000000,790,NULL,NULL,0.000000682982,43297,2,1
"Watertown Ford",170045,0.357176,NULL,45,5000000,643,NULL,NULL,0.000000682982,43297,20,3
"Tom Kadlec Honda",517746,0.138395,NULL,75,35000000,862,NULL,NULL,0.000000682982,346372,4,1
"Mercedes-Benz of Lynnwood",149691,0.485674,NULL,45,5000000,514,NULL,NULL,0.000000682982,43297,8,4
"ITW Evercoat",609500,0.257485,NULL,75,35000000,743,NULL,NULL,0.000000682982,346372,6,3
"Glass America",442981,0.209728,NULL,240,35000000,790,1647,NULL,0.000000682982,346372,18,9
"Watts Automotive",34388,0.200214,NULL,5,500000,800,NULL,NULL,0.000000682982,3711,4,1
"Toyota of Olympia",348711,0.205891,NULL,120,35000000,794,NULL,NULL,0.000000682982,346372,9,2
"Basil Resale Center",126709,0.473218,NULL,10,5000000,527,30,NULL,0.000000682982,37111,18,4
"Larry H. Miller Chrysler Jeep Dodge RAM Sandy",160209,0.344501,NULL,15,5000000,655,NULL,NULL,0.000000682982,37111,3,1
"Mechanix Wear",537470,0.551419,27,90,35000000,449,24,27,0.000000794081,389669,28,6
"Sons Honda",140796,0.201381,NULL,45,5000000,799,NULL,NULL,0.000000682982,43297,2,1
"Color N Drive",28580,0.262953,4,5,500000,737,NULL,NULL,0.000000682982,3711,5,2
"Specialty Products",451836,0.264991,46,120,35000000,735,125,NULL,0.000000682982,389669,35,NULL
"Bob Allen Ford",349865,0.26324,NULL,75,35000000,737,NULL,NULL,0.000000682982,346372,10,3
"Grubbs INFINITI",447958,0.250835,NULL,120,35000000,749,NULL,NULL,0.000000682982,346372,13,3
"Kelly Car",211655,0.481677,51,45,5000000,518,14,NULL,0.000000682982,49482,3,3
"Tasca Automotive Group",385578,0.305616,75,240,35000000,694,2145,NULL,0.000000682982,389669,22,6
"Mershon's World of Cars",28443,0.280109,NULL,5,500000,720,7,NULL,0,3711,3,3
"Mercedes-Benz of Sugar Land",235493,0.418948,NULL,90,35000000,581,NULL,NULL,0.000000682982,346372,5,2
"MotoeXotica",174706,0.300379,NULL,15,5000000,700,NULL,NULL,0.000000682982,37111,3,2
"IMMI",598716,0.302638,57,530,75000000,697,NULL,NULL,0.000000682982,1020560,24,6
"Honda of Mentor",201956,0.307246,NULL,30,5000000,693,NULL,NULL,0.000000682982,43297,9,1
"Roadwire",174116,0.2824,49,45,5000000,718,5,NULL,0.000000794081,49482,5,3
"Western Honda Motorcycles",191503,0.516517,NULL,20,5000000,483,143,NULL,0.000000682982,43297,9,3
"Long View RV Superstore",188568,0.15572,NULL,15,5000000,844,13,NULL,0,37111,7,4
"Hyundai New Port Richey",193543,0.250828,NULL,30,5000000,749,NULL,NULL,0.000000682982,43297,3,2
"Bommarito Honda Superstore",192579,0.577622,NULL,45,5000000,422,64,NULL,0.000000682982,43297,4,2
"Zumbrota Ford",185383,0.41291,1,30,5000000,587,NULL,NULL,0.000000682982,43297,5,2
"Predator",157241,0.216686,NULL,15,5000000,783,88,NULL,0.000000682982,37111,22,3
"Mills Chevrolet",188256,0.214305,NULL,45,5000000,786,NULL,NULL,0.000000682982,43297,3,2
"Mercedes-Benz of Foothill Ranch",931456,0.620683,NULL,630,200000000,379,60,NULL,0.000000682982,2474079,12,6
"Jeff Schmitt Auto",175415,0.381672,NULL,30,5000000,618,NULL,NULL,0.000000794081,43297,9,3
"Georgia Square Collision",159653,0.323442,NULL,10,5000000,677,NULL,NULL,0.000000794081,37111,5,2
"Vinyl Status",33641,0.209151,NULL,5,500000,791,NULL,NULL,0.000000682982,3711,2,NULL
"Village Toyota",662173,0.13181,NULL,150,35000000,868,NULL,NULL,0,346372,2,1
"The Bus Center",157476,0.310249,NULL,45,5000000,690,NULL,NULL,0.000000682982,43297,6,3
"Solo Performance Specialties",23233,0.423244,34,5,500000,577,49,NULL,0.000000682982,4330,98,4
"Nielson RV",189631,0.60911,NULL,15,5000000,391,14,NULL,0,37111,3,2
"Erik Buell Racing",198928,0.211469,9,30,5000000,789,8,NULL,0.000000682982,43297,12,5
"www.EPCATALOGS.com",26765,0.313792,15,5,500000,686,44,NULL,0.000000682982,3711,8,3
"TindolFordROUSH",187923,0.307555,NULL,45,5000000,692,NULL,NULL,0.000000682982,43297,9,3
"Jay Walton Automotive",63280,0.103859,NULL,5,750000,896,NULL,NULL,0,5567,5,2
"BRAKEmax Car Care Centers",199672,0.300379,NULL,45,5000000,700,65,NULL,0.000000682982,43297,9,2
"Alan Ram's Proactive Training Solutions",195706,0.299867,27,15,5000000,700,NULL,NULL,0.000000682982,43297,956,3
"Dolan Auto Group",378608,0.21046,NULL,120,35000000,790,NULL,NULL,0.000000682982,346372,7,4
"Village Subaru",187178,0.250438,NULL,30,5000000,750,56,NULL,0.000000682982,43297,8,1
"Toms Auto Sales",188288,0.487797,NULL,10,5000000,512,60,NULL,0,37111,4,1
"Coast To Coast Imports",671487,0.13181,NULL,75,35000000,868,NULL,NULL,0,346372,1,1
"Bonham Chrysler",469243,0.659294,NULL,60,35000000,341,64,NULL,0.000000682982,346372,9,5
"ScrubaDub Car Wash",210419,0.399587,NULL,45,5000000,600,NULL,NULL,0.000000682982,87500,7,3
"Dick Genthe Chevrolet",411877,0.179709,51,60,35000000,820,7,NULL,0.000000682982,389669,8,5
"Tim Dahle Nissan",349222,0.322977,NULL,75,35000000,677,32,NULL,0.000000682982,346372,3,1
"Hoselton Auto Mall",401309,0.206982,NULL,180,35000000,793,14,NULL,0.000000682982,346372,7,2
"Mercedes-Benz of North Haven",321049,0.536441,NULL,100,15000000,464,NULL,NULL,0.000000682982,148445,5,3
"John Hinderer Honda",117576,0.465481,NULL,30,5000000,535,32,NULL,0.000000794081,43297,5,3
"Dublin Nissan",182855,0.164159,NULL,45,6750000,836,NULL,NULL,0.000000682982,66800,7,1
"Honda of Concord",474823,0.145853,NULL,75,35000000,854,NULL,NULL,0.000000682982,346372,5,NULL
"Mercedes-Benz of Coral Gables",492957,0.148848,NULL,90,35000000,851,NULL,NULL,0.000000682982,346372,3,1
"Pomp's Tire",398756,0.268256,NULL,210,35000000,732,73,NULL,0.000000682982,346372,34,7
"Merit Chevrolet",416131,0.1805,NULL,60,35000000,820,NULL,NULL,0.000000682982,346372,2,NULL
"Carbiz",344314,0.499179,NULL,60,35000000,501,NULL,NULL,0.000000682982,346372,5,3
"Cobb County Toyota",591547,0.149734,NULL,75,35000000,850,NULL,NULL,0.000000682982,346372,9,2
"Town & Country Ford",511675,0.300423,NULL,150,35000000,700,NULL,NULL,0.000000682982,346372,12,2
"ModifiedCarTrader",20487,0.463252,NULL,5,500000,537,14,NULL,0.000000682982,3711,17,3
"Jim Click Automotive",318248,0.363744,NULL,150,35000000,636,NULL,NULL,0.000000682982,346372,14,4
"AJ-USA",197631,0.237067,42,20,5000000,763,85,NULL,0.000000682982,49482,21,4
"Brighton Ford",41503,0.294027,NULL,100,15000000,706,7,NULL,0.00000178841,148445,13,2
"Norm Reeves Volkswagen Superstore",98609,0.472539,NULL,45,5000000,527,NULL,NULL,0.000000682982,43297,4,2
"Walsh Honda",205697,0.640826,NULL,30,5000000,359,56,NULL,0.000000682982,43297,6,2
"Westin Automotive Products",198346,0.239888,41,45,5000000,760,35,NULL,0.000000682982,49482,8,5
"Best Buy Auto Leasing",26027,0.29594,12,5,500000,704,NULL,NULL,0.000000682982,3711,13,2
"Prestige Lexus",377586,0.297296,NULL,90,35000000,703,NULL,NULL,0.000000682982,346372,8,3
"Capitol Mazda",108172,0.34311,NULL,45,5000000,657,14,NULL,0.000000682982,43297,7,2
"Ewing Automotive Group",488076,0.159237,NULL,120,35000000,841,NULL,NULL,0.000000682982,346372,6,3
"Milosch's Palace Chrysler Dodge Jeep Ram",488762,0.298385,NULL,75,35000000,702,34,NULL,0.000000682982,346372,18,5
"Clearmask",177999,0.311026,NULL,10,5000000,689,15,NULL,0.000000682982,37111,3,1
"Showcase Honda",463181,0.191854,NULL,90,35000000,808,NULL,NULL,0.000000682982,346372,12,1
"Grede Holdings",1564429,0.237978,24,5230,784500000,762,78,NULL,0.000000682982,10674573,25,8
"Shockley Honda",569794,0.164157,NULL,75,35000000,836,208,NULL,0.000000682982,346372,9,2
"Carjojo",21298,0.414822,4,5,500000,585,165,NULL,0.000000682982,3711,39,6
"Car Brite",204606,0.138733,71,30,5000000,861,NULL,NULL,0.000000682982,49482,1,1
"New City Nissan",405985,0.174792,NULL,60,35000000,825,NULL,NULL,0.000000682982,346372,4,1
"Porsche of Fremont",155709,0.394847,NULL,20,5000000,605,NULL,NULL,0.000000682982,43297,9,3
"Specmo Enterprises",421957,0.166548,NULL,90,35000000,833,NULL,NULL,0.000000682982,346372,6,1
"Runde Auto Group",245877,0.135692,91,45,5000000,864,28,NULL,0,55667,7,3
"Adventure Subaru",501297,0.169986,NULL,60,35000000,830,NULL,NULL,0.000000682982,346372,7,1
"Auto Warehouse",165625,0.321255,NULL,15,5000000,679,NULL,NULL,0.000000682982,37111,3,1
"Ratchet+Wrench",25616,0.332637,6,5,500000,667,14,NULL,0.000000682982,3711,5,3
"Toyota of Braintree",427431,0.19435,NULL,60,35000000,806,NULL,NULL,0.000000682982,346372,9,3
"#1 Cochran",581318,0.416999,NULL,300,75000000,583,21,NULL,0.000000682982,927782,13,4
"Fremont CDJR",131241,0.399839,NULL,30,5000000,600,NULL,NULL,0.000000682982,43297,4,2
"Classic 2 Current Fabrication",23951,0.348606,NULL,5,500000,651,NULL,NULL,0.000000682982,3711,13,2
"San Marcos Toyota",255703,0.317799,NULL,60,35000000,682,NULL,NULL,0.000000682982,346372,4,2
"Bill Colwell Ford",165532,0.446983,NULL,30,5000000,553,NULL,NULL,0.000000682982,43297,5,3
"Team Honda",467036,0.427089,NULL,120,35000000,573,NULL,NULL,0.000000682982,346372,12,6
"Sparks Toyota",188842,0.448266,NULL,45,5000000,552,NULL,NULL,0.000000682982,43297,11,3
"Longmont Ford",184990,0.316318,NULL,30,5000000,684,NULL,NULL,0.000000682982,43297,6,4
"South Bend Clutch",100879,0.127823,51,15,2250000,872,14,NULL,0.000000682982,19483,9,3
"Chux Trux",199452,0.19876,27,15,5000000,801,NULL,NULL,0.000000682982,43297,1,1
"Healey Brothers Automotive Superstore",490717,0.214364,40,120,35000000,786,54,NULL,0.000000682982,389669,13,3
"Jim Hayes",159159,0.341157,NULL,15,5000000,659,NULL,NULL,0.000000682982,37111,14,2
"SafePro Auto Glass",187991,0.271363,NULL,10,5000000,729,30,NULL,0,37111,7,1
"LAcarGUY",346893,0.323225,NULL,270,35000000,677,14,NULL,0.000000682982,389669,5,3
"Worldwide Equipment",157297,0.340225,NULL,30,5000000,660,15,NULL,0.000000682982,43297,11,4
"Diehl Automotive",345591,0.308027,NULL,120,35000000,692,67,NULL,0.000000682982,346372,23,6
"Russ Darrow Group",823859,0.284258,53,900,200000000,716,240,NULL,0.000000682982,2721487,14,5
"Dorian Ford",133603,0.326424,NULL,45,5000000,674,134,NULL,0.000000682982,43297,26,2
"NEAPCO",787042,0.30331,NULL,840,200000000,697,15,NULL,0.000000682982,2474079,17,4
"The VanDevere Bunch",461771,0.159237,NULL,180,35000000,841,NULL,NULL,0.000000682982,346372,3,1
"Pauly Toyota",474157,0.14846,NULL,60,35000000,852,NULL,NULL,0.000000682982,346372,3,2
"Milton Ruben Auto",567618,0.127682,NULL,150,35000000,872,NULL,NULL,0.000000682982,346372,7,2
"Allstar Kia",112748,0.313464,NULL,30,5000000,687,33,NULL,0.000000682982,43297,5,3
"Robert Basil Chevrolet",139806,0.400491,NULL,10,5000000,600,NULL,NULL,0.000000682982,37111,15,4
"Bronco Motors",522448,0.169986,NULL,120,35000000,830,2091,NULL,0.000000682982,346372,5,1
"DCH Toyota Simi Valley",102574,0.483231,NULL,45,5000000,517,32,NULL,0.000000682982,43297,6,3
"Kendall Toyota",156745,0.414805,53,10,5000000,585,NULL,NULL,0.000000682982,43297,7,3
"Baker Nissan",448754,0.322923,NULL,150,35000000,677,5,NULL,0.000000682982,346372,12,3
"Circle BMW",337250,0.270957,NULL,75,35000000,729,NULL,NULL,0.000000682982,346372,9,3
"Apple Sport Imports",133957,0.449411,NULL,30,5000000,551,NULL,NULL,0.000000682982,43297,10,4
"Eddy's Toyota",467659,0.195674,NULL,120,35000000,804,21,NULL,0.000000682982,346372,11,4
"Surf City Garage",270055,0.323515,48,10,5000000,676,NULL,NULL,0.000000682982,87500,6,1
"Lexus of Las Vegas",307463,0.330519,NULL,60,35000000,669,NULL,NULL,0.000000682982,346372,7,3
"Christopher's Dodge World",189620,0.266163,NULL,45,5000000,734,NULL,NULL,0.000000682982,43297,7,2
"Rivian Automotive",387194,0.358749,9,310,35000000,641,7,NULL,0.000000682982,389669,26,4
"Tire Factory",693085,0.256379,35,660,200000000,744,14,NULL,0.000000682982,2721487,19,4
"mph club",166683,0.19893,NULL,15,5000000,801,67,NULL,0.000000682982,37111,20,2
"Parts Place",135701,0.390303,NULL,15,5000000,610,NULL,NULL,0.000000682982,37111,5,2
"Reliable Toyota",320296,0.285026,NULL,90,35000000,715,NULL,NULL,0.000000682982,346372,4,2
"Hubler Automotive Group",276921,0.437724,46,270,35000000,562,81,NULL,0.000000682982,432965,81,3
"Jim Hudson Lexus Augusta",182050,0.52437,NULL,45,5000000,476,14,NULL,0.000000794081,43297,6,3
"AdvantagePressurePro",125173,0.330066,NULL,15,5000000,670,286,NULL,0.000000682982,37111,44,7
"Mel Hambelton Ford",390714,0.231096,NULL,90,35000000,769,7,NULL,0.000000682982,346372,21,5
"LINDQUIST FORD",173531,0.189781,NULL,45,5000000,810,NULL,NULL,0.000000682982,43297,1,NULL
"Kendall Hyundai",481800,0.14846,NULL,60,35000000,852,NULL,NULL,0.000000682982,346372,3,1
"Garage Equipment Supply",167171,0.317744,NULL,45,5000000,682,NULL,NULL,0.000000682982,43297,7,3
"Lexus Of Concord",361249,0.262298,NULL,120,35000000,738,34,NULL,0.000000682982,346372,3,2
"Leif Johnson Ford",536824,0.220564,NULL,150,35000000,779,16,NULL,0.000000682982,346372,4,3
"Auto Trim DESIGN",208597,0.236877,33,30,5000000,763,NULL,NULL,0.000000682982,49482,4,2
"Madison Honda",487309,0.554088,NULL,60,35000000,446,13,NULL,0.000000682982,346372,8,4
"Omix-ADA",246811,0.32546,25,75,11250000,675,NULL,NULL,0.000000682982,125251,23,6
"Highway and Heavy Parts",28858,0.257976,NULL,5,500000,742,7,NULL,0.000000682982,3711,7,2
"Friendly Honda",305067,0.398813,NULL,100,15000000,601,NULL,NULL,0.000000682982,148445,15,3
"Rosen Hyundai of Algonquin",132968,0.245612,NULL,30,5000000,754,12,NULL,0.000000682982,43297,9,4
"Button CJDR",396868,0.223924,NULL,60,35000000,776,NULL,NULL,0.000000682982,346372,8,3
"Ksport USA",126060,0.256984,15,15,5000000,743,84,NULL,0.00000125202,37111,16,5
"AMS Automotive",183658,0.243012,31,30,5000000,757,31,NULL,0.000000682982,49482,10,1
"Auburn Volkswagen",127808,0.475234,NULL,45,5000000,525,NULL,NULL,0.000000682982,43297,7,4
"Central Florida Motorsports",33867,0.204577,NULL,5,500000,795,NULL,NULL,0.000000682982,3711,12,3
"Hagerstown Honda",166527,0.255882,NULL,45,5000000,744,28,NULL,0.000000682982,43297,8,2
"Aeromotive",206593,0.274194,24,20,5000000,726,NULL,NULL,0.000000682982,49482,7,2
"Gatorland Toyota",532847,0.288726,NULL,60,35000000,711,NULL,NULL,0.000000682982,346372,177,2
"Elephant Racing",32767,0.214474,16,5,500000,786,NULL,NULL,0.000000682982,3711,3,2
"Wabash Valley Chrysler",143362,0.257942,NULL,15,5000000,742,32,NULL,0.000000682982,37111,11,3
"Prestolite Electric",627472,0.160421,107,300,45000000,840,3161,NULL,0.000000682982,668003,22,2
"Krieger Ford",359039,0.209925,NULL,60,35000000,790,NULL,NULL,0.000000682982,346372,4,1
"Parts Galore",208543,0.22477,NULL,30,5000000,775,15,NULL,0,43297,3,1
"VDA",543172,0.185385,NULL,60,35000000,815,68,NULL,0.000000682982,346372,16,4
"Western Slope Auto",158552,0.424242,NULL,30,5000000,576,NULL,NULL,0.000000682982,43297,9,4
"Daytona Dodge Chrysler Jeep & Ram",138775,0.568003,NULL,45,5000000,432,NULL,NULL,0.000000682982,43297,8,3
"Rallye Acura",416219,0.1805,NULL,60,35000000,820,NULL,NULL,0.000000682982,346372,2,NULL
"Apple Ford",383374,0.326062,NULL,60,35000000,674,NULL,NULL,0.000000682982,346372,12,3
"Portland Volvo",160499,0.248976,NULL,45,5000000,751,67,NULL,0.000000682982,43297,14,1
"Musicar Northwest",63314,0.103859,NULL,5,750000,896,NULL,NULL,0,5567,1,1
"Ocean Mazda Doral",193488,0.580368,NULL,45,5000000,420,60,NULL,0.000000682982,43297,12,4
"DCH Audi Oxnard",120194,0.331303,NULL,15,5000000,669,70,NULL,0.000000682982,37111,44,2
"Audi Bridgewater",173775,0.374245,NULL,30,5000000,626,NULL,NULL,0.000000682982,43297,9,3
"D&W Diesel",264891,0.450175,NULL,180,35000000,550,22,NULL,0.000000682982,346372,20,6
"Mercedes-Benz of Laguna Niguel",970159,0.698413,NULL,690,200000000,302,60,NULL,0.000000682982,2474079,15,5
"Foreign Cars Italia",266377,0.592462,NULL,45,5000000,408,60,NULL,0.000000682982,87500,14,2
"Tri Star Engine",161562,0.337858,30,30,5000000,662,NULL,NULL,0.000000682982,49482,4,2
"Beaverton Hyundai",169068,0.248361,NULL,30,5000000,752,NULL,NULL,0.000000682982,43297,2,NULL
"Ford of Port Richey",169987,0.511809,NULL,45,5000000,488,NULL,NULL,0.000000682982,43297,11,4
"Braman Honda of Palm Beach",664830,0.13181,NULL,120,35000000,868,NULL,NULL,0,346372,1,1
"Orlando Harley-Davidson",362252,0.255842,NULL,120,35000000,744,9,NULL,0.000000682982,346372,16,4
"Fuel Injector Clinic",177697,0.241205,NULL,10,5000000,759,5,NULL,0.000000682982,37111,1,1
"Danis Auto",132142,0.446222,NULL,10,5000000,554,NULL,NULL,0.000000682982,37111,15,2
"Fluid MotorUnion",71659,0.127682,13,10,1500000,872,10,NULL,0.000000682982,11133,7,2
"Infiniti of Birmingham",162080,0.421121,NULL,30,5000000,579,NULL,NULL,0.000000682982,43297,9,3
"Ed Koehn Chrysler",145896,0.263912,NULL,10,5000000,736,32,NULL,0.000000682982,37111,6,2
"Mile Marker Winch",207330,0.279305,36,20,5000000,721,NULL,NULL,0.000000682982,49482,7,2
"JTEKT Automotive Texas LP",797642,0.282562,NULL,930,200000000,717,14,NULL,0.000000682982,2474079,9,3
"Brandon Ford",572878,0.438323,NULL,120,35000000,562,7,NULL,0.000000682982,700000,6,3
